PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"24139742","Distinct roles of the cortical layers of area V1 in figure-ground segregation","Self MW, van Kerkoerle T, Supèr H, Roelfsema PR.","Curr Biol. 2013 Nov 4;23(21):2121-9. doi: 10.1016/j.cub.2013.09.013. Epub 2013 Oct 17.","Self MW","Curr Biol","2013","2013/10/22","","","10.1016/j.cub.2013.09.013"
"3986622","Sizes of neurons in the primate lateral geniculate nucleus during normal development","Headon MP, Sloper JJ, Hiorns RW, Powell TP.","Brain Res. 1985 Feb;350(1-2):51-6. doi: 10.1016/0165-3806(85)90249-4.","Headon MP","Brain Res","1985","1985/02/01","","","10.1016/0165-3806(85)90249-4"
"3530825","[Method of correcting the stereotaxic coordinates of diencephalic structures of the brain of the monkey using intracranial bony reference points]","Naneĭshvili TL, Machavariani GI, Dashniani MG.","Fiziol Zh SSSR Im I M Sechenova. 1986 Jul;72(7):1001-5.","Naneĭshvili TL","Fiziol Zh SSSR Im I M Sechenova","1986","1986/07/01","","",""
"6818491","Widespread cortical projections of the hippocampal formation in the cat","Irle E, Markowitsch HJ.","Neuroscience. 1982;7(11):2637-47. doi: 10.1016/0306-4522(82)90088-4.","Irle E","Neuroscience","1982","1982/01/01","","","10.1016/0306-4522(82)90088-4"
"25757689","The mediodorsal thalamus as a higher order thalamic relay nucleus important for learning and decision-making","Mitchell AS.","Neurosci Biobehav Rev. 2015 Jul;54:76-88. doi: 10.1016/j.neubiorev.2015.03.001. Epub 2015 Mar 7.","Mitchell AS","Neurosci Biobehav Rev","2015","2015/03/12","","","10.1016/j.neubiorev.2015.03.001"
"4115697","Cortical and subcortical slow potentials in the monkey's brain during a preparatory interval","Rebert CS.","Electroencephalogr Clin Neurophysiol. 1972 Oct;33(4):389-402. doi: 10.1016/0013-4694(72)90119-8.","Rebert CS","Electroencephalogr Clin Neurophysiol","1972","1972/10/01","","","10.1016/0013-4694(72)90119-8"
"15525781","Molecular organization of the ferret visual thalamus","Kawasaki H, Crowley JC, Livesey FJ, Katz LC.","J Neurosci. 2004 Nov 3;24(44):9962-70. doi: 10.1523/JNEUROSCI.2165-04.2004.","Kawasaki H","J Neurosci","2004","2004/11/05","PMC6730254","","10.1523/JNEUROSCI.2165-04.2004"
"8116282","Magnocellular or parvocellular lesions in the lateral geniculate nucleus of monkeys cause minor deficits of smooth pursuit eye movements","Page WK, King WM, Merigan W, Maunsell J.","Vision Res. 1994 Jan;34(2):223-39. doi: 10.1016/0042-6989(94)90335-2.","Page WK","Vision Res","1994","1994/01/01","","","10.1016/0042-6989(94)90335-2"
"10723012","Visual cortical projections and chemoarchitecture of macaque monkey pulvinar","Adams MM, Hof PR, Gattass R, Webster MJ, Ungerleider LG.","J Comp Neurol. 2000 Apr 10;419(3):377-93. doi: 10.1002/(sici)1096-9861(20000410)419:3<377::aid-cne9>3.0.co;2-e.","Adams MM","J Comp Neurol","2000","2000/03/21","","","10.1002/(sici)1096-9861(20000410)419:3<377::aid-cne9>3.0.co;2-e"
"10805684","Locations of spinothalamic tract axons in cervical and thoracic spinal cord white matter in monkeys","Zhang X, Wenk HN, Honda CN, Giesler GJ Jr.","J Neurophysiol. 2000 May;83(5):2869-80. doi: 10.1152/jn.2000.83.5.2869.","Zhang X","J Neurophysiol","2000","2000/05/11","","","10.1152/jn.2000.83.5.2869"
"7685538","Cortical connections of the motor thalamic nuclei in the Japanese monkey, Macaca fuscata","Nakano K, Hasegawa Y, Kayahara T, Tokushige A, Kuga Y.","Stereotact Funct Neurosurg. 1993;60(1-3):42-61. doi: 10.1159/000100589.","Nakano K","Stereotact Funct Neurosurg","1993","1993/01/01","","","10.1159/000100589"
"7119862","Thalamic basis of place- and modality-specific columns in monkey somatosensory cortex: a correlative anatomical and physiological study","Jones EG, Friedman DP, Hendry SH.","J Neurophysiol. 1982 Aug;48(2):545-68. doi: 10.1152/jn.1982.48.2.545.","Jones EG","J Neurophysiol","1982","1982/08/01","","","10.1152/jn.1982.48.2.545"
"7419758","Ascending pathways from the monkey superior colliculus: an autoradiographic analysis","Harting JK, Huerta MF, Frankfurter AJ, Strominger NL, Royce GJ.","J Comp Neurol. 1980 Aug 15;192(4):853-82. doi: 10.1002/cne.901920414.","Harting JK","J Comp Neurol","1980","1980/08/15","","","10.1002/cne.901920414"
"4856433","Antidromic and orthodromic activation of epileptic neurons in neocortex of awake monkey","Wyler AR, Fetz EE, Ward AA Jr.","Exp Neurol. 1974 Apr;43(1):59-74. doi: 10.1016/0014-4886(74)90133-2.","Wyler AR","Exp Neurol","1974","1974/04/01","","","10.1016/0014-4886(74)90133-2"
"1390388","Subcortical connections of visual areas MST and FST in macaques","Boussaoud D, Desimone R, Ungerleider LG.","Vis Neurosci. 1992 Sep-Oct;9(3-4):291-302. doi: 10.1017/s0952523800010701.","Boussaoud D","Vis Neurosci","1992","1992/09/01","","","10.1017/s0952523800010701"
"12037210","Participation of the thalamic CM-Pf complex in attentional orienting","Minamimoto T, Kimura M.","J Neurophysiol. 2002 Jun;87(6):3090-101. doi: 10.1152/jn.2002.87.6.3090.","Minamimoto T","J Neurophysiol","2002","2002/05/31","","","10.1152/jn.2002.87.6.3090"
"4624157","Electrophysiologic and behavioral responses to ketamine hydrochloride in the Rhesus monkey","Massopust LC Jr, Wolin LR, Albin MS.","Anesth Analg. 1972 May-Jun;51(3):329-41.","Massopust LC Jr","Anesth Analg","1972","1972/05/01","","",""
"1432087","Visual response latencies in striate cortex of the macaque monkey","Maunsell JH, Gibson JR.","J Neurophysiol. 1992 Oct;68(4):1332-44. doi: 10.1152/jn.1992.68.4.1332.","Maunsell JH","J Neurophysiol","1992","1992/10/01","","","10.1152/jn.1992.68.4.1332"
"1747751","Inhibitory effects of phrenic afferent fibers on primate lumbosacral spinothalamic tract neurons","Bolser DC, Hobbs SF, Chandler MJ, Foreman RD.","Brain Res. 1991 Aug 23;557(1-2):162-6. doi: 10.1016/0006-8993(91)90130-n.","Bolser DC","Brain Res","1991","1991/08/23","","","10.1016/0006-8993(91)90130-n"
"4633121","Origin of temperature changes evoked in the brain by sensory stimulation","Baker MA, Frye FM, Millet VE.","Exp Neurol. 1973 Mar;38(3):502-19. doi: 10.1016/0014-4886(73)90172-6.","Baker MA","Exp Neurol","1973","1973/03/01","","","10.1016/0014-4886(73)90172-6"
"4107565","Self-stimulation pathways in the monkey, Macaca mulatta","Routtenberg A, Gardner EL, Huang YH.","Exp Neurol. 1971 Oct;33(1):213-24. doi: 10.1016/0014-4886(71)90115-4.","Routtenberg A","Exp Neurol","1971","1971/10/01","","","10.1016/0014-4886(71)90115-4"
"4018190","Cerebello-cortical linkage in the monkey as revealed by transcellular labeling with the lectin wheat germ agglutinin conjugated to the marker horseradish peroxidase","Wiesendanger R, Wiesendanger M.","Exp Brain Res. 1985;59(1):105-17. doi: 10.1007/BF00237671.","Wiesendanger R","Exp Brain Res","1985","1985/01/01","","","10.1007/BF00237671"
"413729","Vestibular-related neuronal activity in the thalamus of the alert monkey during sinusoidal rotation in the dark","Büttner U, Henn V, Oswald HP.","Exp Brain Res. 1977 Nov 24;30(2-3):435-44. doi: 10.1007/BF00237267.","Büttner U","Exp Brain Res","1977","1977/11/24","","","10.1007/BF00237267"
"3378187","A comparison of cell size changes in central and pericentral representations within the primate lateral geniculate nucleus following early monocular deprivation","Sloper JJ, Headon MP, Powell TP.","Brain Res. 1988 May 1;468(1):61-4. doi: 10.1016/0165-3806(88)90007-7.","Sloper JJ","Brain Res","1988","1988/05/01","","","10.1016/0165-3806(88)90007-7"
"19118551","Experimental and theoretical characterization of the voltage distribution generated by deep brain stimulation","Miocinovic S, Lempka SF, Russo GS, Maks CB, Butson CR, Sakaie KE, Vitek JL, McIntyre CC.","Exp Neurol. 2009 Mar;216(1):166-76. doi: 10.1016/j.expneurol.2008.11.024. Epub 2008 Dec 11.","Miocinovic S","Exp Neurol","2009","2009/01/03","PMC2645000","NIHMS84088","10.1016/j.expneurol.2008.11.024"
"824411","Trigeminothalamic neurons in nucleus caudalis responsive to tactile, thermal, and nociceptive stimulation of monkey's face","Price DD, Dubner R, Hu JW.","J Neurophysiol. 1976 Sep;39(5):936-53. doi: 10.1152/jn.1976.39.5.936.","Price DD","J Neurophysiol","1976","1976/09/01","","","10.1152/jn.1976.39.5.936"
"6886069","Nongeniculate afferents to striate cortex in macaques","Doty RW.","J Comp Neurol. 1983 Aug 1;218(2):159-73. doi: 10.1002/cne.902180204.","Doty RW","J Comp Neurol","1983","1983/08/01","","","10.1002/cne.902180204"
"8351160","Chronic effects of topical application of capsaicin to the sciatic nerve on responses of primate spinothalamic neurons","Chung JM, Paik KS, Kim JS, Nam SC, Kim KJ, Oh UT, Hasegawa T, Chung K, Willis WD.","Pain. 1993 Jun;53(3):311-321. doi: 10.1016/0304-3959(93)90227-G.","Chung JM","Pain","1993","1993/06/01","","","10.1016/0304-3959(93)90227-G"
"1738568","The primate dorsal spinothalamic tract: evidence for a specific termination in the posterior nuclei (Po/SG) of the thalamus","Ralston HJ 3rd, Ralston DD.","Pain. 1992 Jan;48(1):107-118. doi: 10.1016/0304-3959(92)90137-Z.","Ralston HJ 3rd","Pain","1992","1992/01/01","","","10.1016/0304-3959(92)90137-Z"
"7236757","Characterization of spatial and temporal properties of monkey LGN Y-cells","Gielen CC, van Gisbergen JA, Vendrik AJ.","Biol Cybern. 1981;40(3):157-70. doi: 10.1007/BF00453366.","Gielen CC","Biol Cybern","1981","1981/01/01","","","10.1007/BF00453366"
"10601475","Quantitative analysis of substantia nigra pars reticulata activity during a visually guided saccade task","Handel A, Glimcher PW.","J Neurophysiol. 1999 Dec;82(6):3458-75. doi: 10.1152/jn.1999.82.6.3458.","Handel A","J Neurophysiol","1999","1999/12/22","","","10.1152/jn.1999.82.6.3458"
"32053769","Thalamus Modulates Consciousness via Layer-Specific Control of Cortex","Redinbaugh MJ, Phillips JM, Kambi NA, Mohanta S, Andryk S, Dooley GL, Afrasiabi M, Raz A, Saalmann YB.","Neuron. 2020 Apr 8;106(1):66-75.e12. doi: 10.1016/j.neuron.2020.01.005. Epub 2020 Feb 12.","Redinbaugh MJ","Neuron","2020","2020/02/14","PMC7243351","NIHMS1569336","10.1016/j.neuron.2020.01.005"
"8915836","Laminar and retinotopic organization of the macaque lateral geniculate nucleus: magnocellular and parvocellular magnification functions","Malpeli JG, Lee D, Baker FH.","J Comp Neurol. 1996 Nov 18;375(3):363-77. doi: 10.1002/(SICI)1096-9861(19961118)375:3<363::AID-CNE2>3.0.CO;2-0.","Malpeli JG","J Comp Neurol","1996","1996/11/18","","","10.1002/(SICI)1096-9861(19961118)375:3<363::AID-CNE2>3.0.CO;2-0"
"11169474","Novel proteoglycan epitope expressed in functionally discrete patterns in primate cortical and subcortical regions","Pimenta AF, Strick PL, Levitt P.","J Comp Neurol. 2001 Feb 12;430(3):369-88.","Pimenta AF","J Comp Neurol","2001","2001/02/13","","",""
"12354402","S cone contributions to the magnocellular visual pathway in macaque monkey","Chatterjee S, Callaway EM.","Neuron. 2002 Sep 12;35(6):1135-46. doi: 10.1016/s0896-6273(02)00874-7.","Chatterjee S","Neuron","2002","2002/10/02","","","10.1016/s0896-6273(02)00874-7"
"3231364","Color and luminance contrast as tools for probing the primate retina","Kaplan E, Shapley RM, Purpura K.","Neurosci Res Suppl. 1988;8:S151-65. doi: 10.1016/0921-8696(88)90014-x.","Kaplan E","Neurosci Res Suppl","1988","1988/01/01","","","10.1016/0921-8696(88)90014-x"
"8822379","Pallido-thalamo-motor cortical connections: an electron microscopic study in the macaque monkey","Kayahara T, Nakano K.","Brain Res. 1996 Jan 15;706(2):337-42. doi: 10.1016/0006-8993(95)01338-5.","Kayahara T","Brain Res","1996","1996/01/15","","","10.1016/0006-8993(95)01338-5"
"29073162","Category-specific neuronal activity in left and right auditory cortex and in medial geniculate body of monkeys","Selezneva E, Oshurkova E, Scheich H, Brosch M.","PLoS One. 2017 Oct 26;12(10):e0186556. doi: 10.1371/journal.pone.0186556. eCollection 2017.","Selezneva E","PLoS One","2017","2017/10/27","PMC5657994","","10.1371/journal.pone.0186556"
"16928793","Visual spatial summation in macaque geniculocortical afferents","Sceniak MP, Chatterjee S, Callaway EM.","J Neurophysiol. 2006 Dec;96(6):3474-84. doi: 10.1152/jn.00734.2006. Epub 2006 Aug 23.","Sceniak MP","J Neurophysiol","2006","2006/08/25","","","10.1152/jn.00734.2006"
"31808567","Structural plasticity of GABAergic and glutamatergic networks in the motor thalamus of parkinsonian monkeys","Swain AJ, Galvan A, Wichmann T, Smith Y.","J Comp Neurol. 2020 Jun;528(8):1436-1456. doi: 10.1002/cne.24834. Epub 2019 Dec 16.","Swain AJ","J Comp Neurol","2020","2019/12/07","PMC7102934","NIHMS1544981","10.1002/cne.24834"
"7411178","Responses of neurons in primate ventral posterior lateral nucleus to noxious stimuli","Kenshalo DR Jr, Giesler GJ Jr, Leonard RB, Willis WD.","J Neurophysiol. 1980 Jun;43(6):1594-614. doi: 10.1152/jn.1980.43.6.1594.","Kenshalo DR Jr","J Neurophysiol","1980","1980/06/01","","","10.1152/jn.1980.43.6.1594"
"7205345","Thalamic input to areas 3a and 2 in monkeys","Friedman DP, Jones EG.","J Neurophysiol. 1981 Jan;45(1):59-85. doi: 10.1152/jn.1981.45.1.59.","Friedman DP","J Neurophysiol","1981","1981/01/01","","","10.1152/jn.1981.45.1.59"
"6875927","The responses of cells in macaque lateral geniculate nucleus to sinusoidal gratings","Hicks TP, Lee BB, Vidyasagar TR.","J Physiol. 1983 Apr;337:183-200. doi: 10.1113/jphysiol.1983.sp014619.","Hicks TP","J Physiol","1983","1983/04/01","PMC1199102","","10.1113/jphysiol.1983.sp014619"
"401836","Demonstration of bilateral projection of the central retina of the monkey with horseradish peroxidase neuronography","Bunt AH, Minckler DS, Johanson GW.","J Comp Neurol. 1977 Feb 15;171(4):619-30. doi: 10.1002/cne.901710412.","Bunt AH","J Comp Neurol","1977","1977/02/15","","","10.1002/cne.901710412"
"2702483","Timing and distribution of flash-evoked activity in the lateral geniculate nucleus of the alert monkey","Schroeder CE, Tenke CE, Arezzo JC, Vaughan HG Jr.","Brain Res. 1989 Jan 16;477(1-2):183-95. doi: 10.1016/0006-8993(89)91406-6.","Schroeder CE","Brain Res","1989","1989/01/16","","","10.1016/0006-8993(89)91406-6"
"24103509","Thalamocortical mechanisms for integrating musical tone and rhythm","Musacchia G, Large EW, Schroeder CE.","Hear Res. 2014 Feb;308:50-9. doi: 10.1016/j.heares.2013.09.017. Epub 2013 Oct 6.","Musacchia G","Hear Res","2014","2013/10/10","PMC4217521","NIHMS635370","10.1016/j.heares.2013.09.017"
"2376769","Long-term changes in purposive and reflexive responses to nociceptive stimulation following anterolateral chordotomy","Vierck CJ Jr, Greenspan JD, Ritz LA.","J Neurosci. 1990 Jul;10(7):2077-95. doi: 10.1523/JNEUROSCI.10-07-02077.1990.","Vierck CJ Jr","J Neurosci","1990","1990/07/01","PMC6570376","","10.1523/JNEUROSCI.10-07-02077.1990"
"7800030","Neurobiology. Cold, pain and the brain","Willis WD Jr.","Nature. 1995 Jan 5;373(6509):19-20. doi: 10.1038/373019a0.","Willis WD Jr","Nature","1995","1995/01/05","","","10.1038/373019a0"
"22819834","The effect of enterovirus 71 immunization on neuropathogenesis and protein expression profiles in the thalamus of infected rhesus neonates","Chen H, Zhang Y, Yang E, Liu L, Che Y, Wang J, Zhao H, Tang D, Dong C, Yang L, Shen D, Wang X, Liao Y, Wang L, Na R, Liang Y, Li Q.","Virology. 2012 Oct 25;432(2):417-26. doi: 10.1016/j.virol.2012.06.026. Epub 2012 Jul 21.","Chen H","Virology","2012","2012/07/24","","","10.1016/j.virol.2012.06.026"
"22046122","Second order dimensionality reduction using minimum and maximum mutual information models","Fitzgerald JD, Rowekamp RJ, Sincich LC, Sharpee TO.","PLoS Comput Biol. 2011 Oct;7(10):e1002249. doi: 10.1371/journal.pcbi.1002249. Epub 2011 Oct 27.","Fitzgerald JD","PLoS Comput Biol","2011","2011/11/03","PMC3203063","","10.1371/journal.pcbi.1002249"
"7506270","The organization of projections from the mediodorsal nucleus of the thalamus to orbital and medial prefrontal cortex in macaque monkeys","Ray JP, Price JL.","J Comp Neurol. 1993 Nov 1;337(1):1-31. doi: 10.1002/cne.903370102.","Ray JP","J Comp Neurol","1993","1993/11/01","","","10.1002/cne.903370102"
"3514254","The proportion and size of GABA-immunoreactive neurons in the magnocellular and parvocellular layers of the lateral geniculate nucleus of the rhesus monkey","Montero VM, Zempel J.","Exp Brain Res. 1986;62(1):215-23. doi: 10.1007/BF00237420.","Montero VM","Exp Brain Res","1986","1986/01/01","","","10.1007/BF00237420"
"6766180","A transthalamic olfactory pathway to orbitofrontal cortex in the monkey","Yarita H, Iino M, Tanabe T, Kogure S, Takagi SF.","J Neurophysiol. 1980 Jan;43(1):69-85. doi: 10.1152/jn.1980.43.1.69.","Yarita H","J Neurophysiol","1980","1980/01/01","","","10.1152/jn.1980.43.1.69"
"5000934","The sensory cortex and tactile sensitivity","Schwartzman RJ, Semmes J.","Exp Neurol. 1971 Oct;33(1):147-58. doi: 10.1016/0014-4886(71)90109-9.","Schwartzman RJ","Exp Neurol","1971","1971/10/01","","","10.1016/0014-4886(71)90109-9"
"410653","The shift-effect in the lateral geniculate body of the rhesus monkey","Krüger J.","Exp Brain Res. 1977 Sep 28;29(3-4):387-92. doi: 10.1007/BF00236177.","Krüger J","Exp Brain Res","1977","1977/09/28","","","10.1007/BF00236177"
"18784271","Deep brain stimulation reduces neuronal entropy in the MPTP-primate model of Parkinson's disease","Dorval AD, Russo GS, Hashimoto T, Xu W, Grill WM, Vitek JL.","J Neurophysiol. 2008 Nov;100(5):2807-18. doi: 10.1152/jn.90763.2008. Epub 2008 Sep 10.","Dorval AD","J Neurophysiol","2008","2008/09/12","PMC2585386","","10.1152/jn.90763.2008"
"1706355","Cholecystokinin innervation of monkey prefrontal cortex: an immunohistochemical study","Oeth KM, Lewis DA.","J Comp Neurol. 1990 Nov 1;301(1):123-37. doi: 10.1002/cne.903010112.","Oeth KM","J Comp Neurol","1990","1990/11/01","","","10.1002/cne.903010112"
"20932359","Effects of fixational saccades on response timing in macaque lateral geniculate nucleus","Saul AB.","Vis Neurosci. 2010 Nov;27(5-6):171-81. doi: 10.1017/S0952523810000258. Epub 2010 Oct 8.","Saul AB","Vis Neurosci","2010","2010/10/12","","","10.1017/S0952523810000258"
