INDEX,MACAQUE_COUNT_IN_500,OTHER_SPIECIES_COUNT_IN_500,TC_CT_COUNT_IN_500,THALAM_COUNT_IN_500,CORTEX_COUNT_IN_500,INJECT_COUNT_IN_500,METHOD_COUNT_IN_500,CONNECT_COUNT_IN_500,RELEVANCE_INDEX
4200,0,2,1,5,13,0,0,2,23.365608388306462
2237,1,3,0,2,20,0,0,7,23.365608388306462
2030,0,0,0,9,8,0,0,11,23.362094569006672
9157,1,3,0,4,8,0,0,5,23.362094569006672
4123,6,8,0,0,20,0,0,0,23.35092178866376
6907,0,1,0,2,7,0,1,11,23.34498910110373
8695,1,3,0,0,2,0,1,17,23.344989101103728
3253,1,1,0,12,2,0,0,1,23.339737531363244
3549,1,5,0,4,4,0,1,0,23.337249529009554
2161,0,4,0,8,11,0,0,19,23.333695094484973
1332,0,1,0,12,9,0,0,8,23.32844352474449
3706,3,0,0,1,6,0,0,1,23.29994135378909
1914,3,3,0,3,6,0,0,0,23.29994135378909
10152,0,0,1,4,7,0,0,3,23.2964275344893
7111,1,0,0,3,9,0,0,4,23.296427534489297
187,1,3,0,8,1,0,0,5,23.29287309996472
8046,2,0,0,1,15,0,0,2,23.29287309996472
4557,0,3,0,0,3,0,2,37,23.285175726980142
861,0,0,0,24,6,0,0,2,23.28203628845596
5792,3,2,0,1,11,0,0,1,23.27932206658636
7635,7,5,0,0,2,0,0,1,23.27932206658636
2723,1,0,0,5,4,0,0,3,23.2680280599676
6198,2,5,0,2,13,0,0,2,23.26137638602844
2337,1,0,0,2,13,1,0,1,23.24782535265008
3313,2,4,0,3,0,0,1,0,23.239628585445907
3544,0,4,1,6,20,0,0,1,23.2200710555686
4445,2,0,0,0,19,0,0,7,23.215912058828582
2767,0,3,0,5,34,0,0,16,23.18283914016786
656,0,0,0,13,9,0,0,5,23.175735241748548
7387,2,0,0,1,14,0,0,2,23.163796057689574
1583,0,3,1,3,4,0,0,11,23.150245024311214
1520,0,0,0,8,11,0,0,10,23.14962200465221
670,0,0,0,10,17,0,0,5,23.14549828746835
3184,4,0,0,1,5,0,0,0,23.14363396559684
8152,1,2,0,7,5,0,0,2,23.10942302979096
1319,0,0,1,7,17,0,0,0,23.10942302979096
414,0,2,0,4,45,0,0,16,23.10550009864923
3669,1,2,1,1,10,0,0,1,23.105299312607094
727,1,12,0,9,1,0,0,6,23.10347272139397
4392,1,0,0,0,8,0,1,4,23.085706503173647
3831,1,0,0,1,20,0,0,8,23.077926315854683
1413,1,1,1,2,8,0,0,0,23.05730702865195
8490,0,2,0,1,3,0,5,0,23.057307028651948
7385,11,5,0,0,0,0,0,0,23.057307028651948
6077,0,1,1,5,17,0,0,1,23.057307028651948
7677,2,0,0,1,25,0,0,1,23.047493407203625
856,0,0,0,8,9,0,0,11,23.046013022033197
7454,3,4,0,2,4,0,0,1,23.04488450865339
839,6,0,0,0,5,0,0,0,23.04262042900924
7654,1,1,0,2,8,0,0,9,23.033590502034635
2855,5,5,0,0,0,0,0,9,23.03359050203463
6189,9,0,0,0,0,0,0,0,23.02585092994046
4777,9,0,0,0,0,0,0,0,23.02585092994046
779,0,0,0,24,3,0,0,3,23.025850929940457
9988,0,0,0,3,0,0,4,0,23.025850929940457
4266,4,3,0,1,1,1,0,0,23.025850929940454
2686,2,1,0,1,6,0,0,5,23.02581031471567
2357,0,2,0,0,22,1,1,11,23.02430380095337
4505,0,1,0,16,7,0,0,5,23.00708103076497
1136,2,2,0,5,7,0,0,0,23.005191027512936
5375,3,2,0,0,0,0,1,2,22.99163999413458
4629,1,2,0,7,1,0,0,5,22.99163999413458
1850,1,0,0,7,2,1,0,0,22.991639994134577
2992,0,1,0,2,0,0,2,10,22.979722967856816
2478,0,0,0,10,0,0,2,0,22.97559925067295
2076,0,7,1,12,4,0,0,1,22.97509441777533
5922,4,0,0,0,10,0,0,1,22.96961121161758
1751,2,11,0,1,0,0,2,0,22.953075026373924
573,0,1,0,8,7,0,0,16,22.951498821649476
6978,0,2,0,9,8,0,0,14,22.93291293428119
2120,0,0,2,4,6,0,0,0,22.925132746962227
4100,6,1,0,0,7,0,0,0,22.92483739335286
1912,0,3,1,3,9,0,0,6,22.91954988323305
1934,0,2,0,6,26,0,0,12,22.917460261001725
6271,0,4,0,0,4,2,2,4,22.91693597975805
2990,1,0,0,5,2,0,0,4,22.915807466378247
8348,3,5,0,1,4,0,0,3,22.91467895299845
4402,2,6,0,0,0,0,3,0,22.90315634882469
10951,2,6,0,0,0,0,3,0,22.90315634882469
6063,4,6,0,1,13,0,0,0,22.89231953731593
3775,0,1,2,3,16,0,0,0,22.89087419983304
8150,5,1,0,1,2,0,0,0,22.88740799185655
3122,1,0,0,4,9,0,0,2,22.87966841976237
10766,0,7,0,0,0,0,7,3,22.8738569584782
825,1,0,0,1,1,0,1,3,22.8738569584782
4702,1,0,1,1,1,0,0,3,22.8738569584782
4586,7,0,0,0,0,0,0,1,22.873856958478196
10841,1,3,0,0,0,1,3,0,22.873856958478196
5585,7,3,0,0,1,0,0,1,22.873856958478196
4151,7,3,0,0,1,0,0,1,22.873856958478196
4308,3,1,0,1,3,1,0,0,22.873856958478196
3742,0,3,0,3,1,0,3,1,22.873856958478196
3048,0,7,0,3,25,0,0,45,22.854147529429863
5846,2,1,0,1,17,0,0,2,22.835291990717536
462,1,4,0,4,4,0,0,7,22.82642390524356
5617,3,0,0,0,16,0,0,2,22.825207165315668
671,3,0,0,5,0,0,0,0,22.82174095733918
2170,0,2,0,1,0,0,3,8,22.82174095733918
592,0,0,0,1,2,0,3,2,22.82174095733918
4202,6,4,0,0,11,0,0,0,22.81947687769503
622,3,0,0,0,10,0,0,3,22.81761724015532
1708,1,3,0,4,8,0,0,4,22.815129898624804
1261,1,5,0,5,14,0,0,2,22.810446950720426
3972,2,3,0,13,0,0,0,0,22.795115173637495
3284,0,0,0,7,6,0,0,16,22.788668038678452
828,1,1,0,1,61,0,0,4,22.78664303523172
4346,0,3,0,13,12,0,0,6,22.77662144904541
3439,2,5,0,1,13,0,0,4,22.76652771678559
2778,1,0,0,5,10,0,0,1,22.765501239016302
3205,1,0,0,5,10,0,0,1,22.765501239016302
1025,0,3,0,24,6,0,0,3,22.75878814469141
7347,0,2,0,0,16,0,2,10,22.74762310452053
10412,0,4,0,19,3,0,0,8,22.73348590958429
3043,1,0,0,9,2,0,0,1,22.721063389585737
5158,1,0,0,1,12,0,0,10,22.72079224171736
2939,5,1,0,2,0,0,0,0,22.71750895506116
10683,0,0,0,2,0,0,2,7,22.717508955061152
5097,3,0,0,1,0,0,0,5,22.7039579216828
343,0,0,0,22,2,0,0,4,22.703009394284265
4502,1,0,0,1,9,0,0,12,22.69722596677188
9770,0,1,1,1,13,0,0,12,22.67702325945436
8054,0,0,0,4,17,0,0,18,22.66125001546215
7107,0,2,0,0,1,1,2,13,22.65671285077838
1559,0,0,0,2,0,0,3,2,22.651841920543784
3455,0,0,0,11,0,0,1,2,22.651841920543784
5583,6,4,0,0,10,0,0,0,22.645454123715773
2511,3,0,0,0,9,0,0,3,22.62699688054667
2122,0,3,1,3,19,0,0,3,22.62699688054667
2750,0,2,1,13,5,0,0,0,22.611665103463743
4544,1,13,0,0,15,0,1,6,22.60679417322915
1551,1,0,1,1,13,0,0,0,22.60679417322915
2837,1,3,0,3,6,0,0,7,22.606794173229147
4452,2,0,0,0,17,0,0,6,22.604596849639364
2856,1,3,0,9,1,0,0,3,22.60328035392936
1158,0,3,0,19,0,0,1,1,22.60328035392935
1364,2,0,0,3,1,0,0,2,22.59972591940477
1712,0,0,1,2,10,0,0,5,22.59560220222091
141,0,0,0,11,10,0,0,5,22.59560220222091
2769,1,8,0,4,25,0,0,2,22.59346673248103
1480,3,1,0,0,5,0,0,6,22.59104581626101
6016,4,6,0,0,23,0,0,1,22.584018177661417
6598,1,0,0,0,6,0,1,4,22.583077646611837
5052,0,0,0,4,3,0,1,4,22.57956382731204
7131,0,1,0,4,1,0,1,9,22.57956382731204
816,0,0,1,5,9,0,0,1,22.57488087940765
542,1,0,0,5,9,0,0,1,22.57488087940765
5462,0,2,0,0,0,2,4,1,22.56826982069328
5816,2,6,0,0,0,0,1,8,22.56335827523389
5014,1,2,0,3,11,0,0,4,22.5624583594091
5174,0,0,1,1,11,0,0,10,22.560706826370293
5840,2,8,0,0,3,0,2,0,22.54760991826576
8993,0,2,0,0,7,0,2,16,22.54603371354131
7441,2,0,0,1,10,0,0,2,22.543486201081897
2738,2,0,0,1,10,0,0,2,22.543486201081897
9309,2,3,0,1,21,0,0,2,22.543486201081897
3860,1,2,0,2,2,3,0,1,22.5340588848874
1668,0,0,1,2,13,0,0,4,22.53096164547282
6360,5,7,0,0,9,0,0,1,22.52276487826864
6613,5,0,0,0,9,0,0,0,22.52276487826864
381,0,9,0,24,6,0,0,4,22.51192806675989
1942,0,4,0,10,18,0,0,7,22.507241034930143
4568,2,0,0,0,13,0,0,7,22.502562170951123
738,1,0,0,0,28,0,0,18,22.49938040307172
2946,2,0,0,4,0,1,0,0,22.499048351651325
9936,2,0,0,1,4,0,0,4,22.499048351651325
1714,1,2,0,3,0,6,0,0,22.493882067807363
2562,3,2,0,6,0,0,0,0,22.493882067807363
5265,2,0,0,0,16,0,0,6,22.49028002195947
7370,2,0,0,0,16,0,0,6,22.49028002195947
5644,0,9,2,3,10,0,0,1,22.49024168656308
1055,0,0,1,16,1,0,0,0,22.483832887000425
1231,0,4,0,18,3,0,0,8,22.47701943764654
3220,0,1,0,7,0,3,0,6,22.473262780604625
7116,0,1,0,8,3,0,0,22,22.472047076148385
4029,0,1,2,2,9,0,0,1,22.470648877129623
1544,3,5,0,1,0,0,1,0,22.468391850370036
9514,0,2,0,0,0,1,3,7,22.46839185037003
8558,0,2,0,1,7,0,3,1,22.46839185037003
2807,4,1,0,1,5,0,0,0,22.45048678503689
3387,2,0,0,2,6,0,0,1,22.450446169812107
590,2,0,0,2,6,0,0,1,22.450446169812107
6205,3,0,0,0,8,0,0,3,22.416275849231017
1290,3,2,0,2,7,0,0,0,22.416275849231017
5314,2,0,0,0,26,0,0,4,22.406110355992052
4428,1,6,0,2,20,0,0,6,22.405398422497477
2984,1,0,0,5,4,0,0,2,22.40498184261225
10530,0,0,1,2,12,0,0,4,22.382745701165376
9700,0,4,1,1,18,0,0,12,22.37149582668257
10720,0,3,0,3,0,0,2,6,22.3690307783266
8554,0,5,0,0,15,1,2,3,22.364159848092005
1701,2,5,0,1,3,0,1,0,22.364159848092005
5450,5,11,0,0,0,0,1,0,22.364159848092
499,0,0,0,21,0,0,0,9,22.36296754577372
5697,0,1,0,21,3,0,0,4,22.362967545773717
2803,0,1,0,9,4,0,0,15,22.356420275997827
7825,2,0,0,0,19,0,0,5,22.35286584147325
4072,0,8,1,3,4,0,0,11,22.33931480809489
5714,9,1,0,0,0,0,0,0,22.33270374938052
3016,0,1,0,9,9,0,0,9,22.332703749380517
9952,0,0,0,0,7,0,4,1,22.33270374938051
5130,1,1,0,0,0,0,4,0,22.33270374938051
5713,0,0,0,14,2,0,0,8,22.32914931485593
1143,1,0,0,13,2,0,0,0,22.323983031011963
3135,1,0,0,6,5,0,0,1,22.323983031011963
6575,5,0,0,0,8,0,0,0,22.31204384695299
1764,1,0,0,3,23,0,0,1,22.298492813574637
7755,0,1,1,1,23,0,0,7,22.298492813574637
6708,0,0,0,3,12,0,1,2,22.28867919212631
6775,4,1,0,0,10,0,0,1,22.276464031057635
6973,0,0,0,0,23,0,1,19,22.27477628695732
8678,3,0,0,0,5,0,0,4,22.27477628695732
2867,8,5,0,0,0,0,0,1,22.259927845813976
5965,0,0,0,3,5,2,0,7,22.246376812435617
704,1,3,0,11,2,0,0,1,22.246376812435617
224,3,7,0,2,11,0,0,0,22.246376812435617
5539,0,1,0,1,0,0,6,0,22.231690212792916
5747,6,1,0,1,0,0,0,0,22.231690212792916
2193,0,1,0,3,4,0,1,6,22.2264027026731
782,0,4,0,12,21,0,0,4,22.22570751889252
1676,1,5,1,1,9,0,0,1,22.221531772438503
6481,1,6,0,0,3,1,2,0,22.210009168264747
3830,2,6,0,3,0,0,0,7,22.210009168264744
5593,1,1,0,0,7,6,0,1,22.20619999535558
7528,1,3,0,3,6,0,0,6,22.20619999535558
3366,1,3,0,6,0,0,0,9,22.182483468738265
3161,0,0,0,13,7,0,0,4,22.182483468738265
6262,7,1,0,0,0,0,0,1,22.18070977791825
6294,3,1,0,3,0,0,0,1,22.18070977791825
5410,3,1,0,1,1,0,0,3,22.18070977791825
1545,1,5,1,2,9,0,0,0,22.16941577129949
7174,0,2,0,2,4,1,1,3,22.16941577129949
3423,1,9,0,2,12,0,0,9,22.159602149851167
3017,1,2,0,6,0,0,0,8,22.154083994216567
3127,0,3,0,11,13,0,0,6,22.154083994216567
695,0,0,0,83,0,0,0,0,22.154083994216567
3542,2,0,0,1,2,2,0,0,22.1421448101576
2603,2,2,0,2,1,0,0,5,22.1421448101576
10537,2,2,0,5,0,0,0,2,22.142144810157596
3416,0,6,0,3,1,0,1,18,22.13664476076281
6916,0,1,1,1,11,0,0,11,22.12859377677924
7717,0,1,0,1,0,2,3,0,22.12859377677924
10376,1,1,1,1,2,0,0,2,22.128593776779237
3268,3,1,0,5,0,0,0,0,22.128593776779237
2576,3,1,0,5,0,0,0,0,22.128593776779237
3216,2,3,0,2,2,0,0,4,22.118428283540275
2501,5,2,0,0,4,0,0,1,22.11729977016047
5642,8,6,0,0,0,0,0,1,22.10577716598672
1590,3,10,0,0,10,0,0,6,22.098569331163212
7073,0,4,0,9,23,0,0,6,22.09732566039796
6420,2,0,0,0,15,1,0,1,22.07647777564022
1436,0,1,0,17,7,0,0,3,22.07647777564022
9682,0,0,1,2,23,0,0,2,22.07647777564022
2838,2,3,0,7,0,0,0,1,22.07647777564022
1603,1,6,1,1,9,0,0,1,22.06738109261125
1428,2,2,0,1,4,2,0,0,22.065183769021463
2702,0,2,0,3,12,0,1,3,22.053113120813546
1857,3,1,0,1,14,0,0,0,22.051632735643107
2296,1,0,0,6,0,0,0,5,22.036300958560183
5658,0,0,0,6,0,0,1,5,22.036300958560183
2649,1,0,0,6,0,0,0,5,22.036300958560183
521,3,0,0,0,20,0,0,1,22.031430028325588
3026,0,9,0,14,1,0,0,22,22.030442921424346
7235,1,3,0,2,8,0,0,8,22.02436177450121
7542,2,1,0,2,7,0,0,1,22.02436177450121
2140,0,4,0,5,23,0,0,15,22.02323326112141
3984,1,0,0,3,3,0,0,5,22.010810741122853
2666,1,0,0,1,7,0,0,11,22.010810741122853
3666,0,0,1,4,2,0,0,4,22.00419968240848
2454,0,3,0,9,5,1,0,4,22.00419968240848
1308,0,7,0,11,14,0,0,7,21.99951673450409
1730,0,0,1,1,8,0,0,10,21.985342681466733
7332,1,1,0,4,8,0,0,2,21.975800207886778
9042,2,0,0,0,0,0,2,0,21.9722457733622
9649,0,0,0,0,0,0,8,0,21.9722457733622
3556,8,0,0,0,0,0,0,0,21.9722457733622
3013,2,0,0,0,0,0,2,0,21.9722457733622
9565,0,0,0,0,0,0,8,0,21.9722457733622
7345,8,0,0,0,0,0,0,0,21.9722457733622
8455,2,0,0,0,0,0,2,0,21.9722457733622
1212,0,5,0,35,0,0,0,6,21.963565670218436
512,0,0,0,5,3,0,1,2,21.95869473998384
4247,0,0,0,3,11,1,0,8,21.95869473998384
4770,1,1,0,0,2,0,1,8,21.95869473998384
5302,3,0,0,0,10,0,0,2,21.95457102279997
3600,1,0,1,1,9,0,0,0,21.933849699986723
1685,0,0,0,15,6,0,0,3,21.913646992669204
260,2,0,0,1,7,0,0,2,21.906578738844825
4048,0,9,0,1,1,2,3,0,21.905450225465025
6621,0,1,0,16,12,0,0,2,21.898655120648534
1208,0,0,0,15,2,0,0,6,21.897898635701065
9334,0,4,0,14,3,0,0,10,21.897087633711845
1885,1,2,0,1,16,0,1,0,21.89649391344296
1277,3,2,0,3,2,0,0,0,21.89302770546647
8567,0,0,0,12,4,0,0,6,21.881353059341823
2388,4,0,0,0,17,0,0,0,21.87512264013333
6567,1,7,0,4,16,0,0,2,21.86148338020688
5700,0,7,0,0,0,2,2,11,21.854462737705813
3196,2,3,0,2,1,0,0,5,21.85446273770581
9232,2,4,0,1,15,1,0,0,21.85333422432601
6528,2,18,0,1,11,0,0,5,21.85251151757455
3378,3,5,0,2,2,0,0,1,21.840911704327453
3702,0,1,1,1,15,0,0,8,21.840911704327453
2096,0,3,1,7,18,0,0,0,21.831263111211623
6191,5,3,0,0,4,0,0,1,21.82961769770869
3448,0,0,0,6,0,2,0,8,21.81428592062577
2614,0,0,0,12,7,0,0,4,21.811943607969653
3385,0,1,0,17,6,0,0,3,21.809414990391176
1799,2,1,0,4,0,1,0,0,21.80590117109138
1182,0,1,0,17,4,0,0,4,21.805901171091374
5261,1,5,0,0,6,0,1,6,21.800734887247412
2880,3,5,0,6,0,0,0,0,21.800734887247412
1497,0,11,0,13,3,0,0,15,21.800734887247412
3525,2,6,0,1,12,0,0,3,21.794730438708257
1175,0,2,0,22,12,0,0,1,21.788199047580548
5356,0,0,0,8,6,0,0,9,21.785698463773866
5319,0,2,0,1,0,0,4,2,21.75733960447695
2335,0,3,0,1,5,0,4,0,21.75733960447695
5848,3,2,0,0,7,0,0,4,21.75152814319277
4933,0,0,0,7,7,0,0,10,21.749776610153965
6031,0,5,0,2,13,0,1,6,21.748618886108403
3699,0,0,1,1,25,0,0,4,21.74171452174444
3689,2,7,0,12,0,0,0,0,21.731428132308945
8243,0,3,0,2,1,1,1,6,21.72799959890567
5226,3,0,0,1,8,0,0,0,21.723128668671077
2909,0,0,0,10,1,0,0,15,21.693536891831087
9864,0,9,0,4,0,0,3,1,21.6869896220552
3785,3,4,0,4,1,0,0,0,21.6869896220552
6647,0,0,0,9,10,0,0,5,21.68399441825114
7228,1,2,0,0,1,1,2,0,21.67101266753206
3887,0,5,0,8,1,0,1,3,21.67101266753206
6050,5,2,0,1,1,0,0,0,21.67101266753205
3631,1,4,0,9,0,0,0,4,21.663273095437887
5920,1,0,0,9,4,0,0,0,21.663273095437884
10255,1,0,0,1,18,0,0,5,21.661364074416227
7214,2,1,0,0,12,0,0,7,21.66119904608373
3456,0,2,0,8,0,0,1,4,21.64729614091474
5248,5,2,0,0,0,0,0,4,21.64729614091474
5233,4,0,0,1,0,0,0,1,21.639556568820563
4656,4,17,0,0,5,0,0,4,21.61584004220325
2089,0,5,0,1,10,0,2,3,21.614772949209183
1931,1,0,0,2,18,0,0,2,21.60924807327721
7518,3,0,0,1,2,0,0,1,21.60534563301469
9608,3,1,0,0,12,0,0,2,21.59553201156636
9036,0,0,0,0,19,0,1,17,21.594051626395927
7287,0,0,0,14,6,0,0,3,21.59095438698135
4812,0,0,1,2,11,0,0,3,21.553229631875677
6463,0,1,0,2,4,0,1,8,21.541935625256915
7509,1,16,0,7,2,0,0,4,21.52100448458093
8607,0,1,0,0,9,1,1,10,21.50291653222244
1641,1,1,0,2,2,2,0,1,21.50111363073666
6502,0,0,0,1,22,0,1,4,21.49650987755978
5448,4,1,0,0,20,0,0,0,21.490276819227905
362,0,0,0,6,3,0,0,19,21.48933628817832
7348,7,1,0,0,1,0,0,0,21.487562597358306
6206,1,1,0,0,1,0,3,0,21.487562597358306
3601,1,0,1,1,7,0,0,0,21.487562597358306
3821,1,0,0,7,0,0,0,3,21.487562597358306
8292,0,0,1,1,6,0,0,10,21.48271382490492
9350,3,2,0,0,14,0,0,2,21.476268590739547
4377,2,0,0,0,6,0,0,8,21.469616916800383
496,2,0,0,0,6,0,0,8,21.469616916800383
2874,1,1,0,1,0,0,1,4,21.463846070740985
4789,5,9,0,0,0,0,0,6,21.45274004645244
865,0,2,0,14,3,0,0,7,21.45255206412223
5230,2,1,0,1,8,0,0,2,21.44899762959765
8384,0,0,0,5,18,0,0,8,21.43934903648181
5904,0,0,0,0,16,1,1,5,21.43891280419578
2994,0,2,0,12,15,0,0,3,21.43019502647881
806,0,0,0,21,6,0,0,1,21.42647410658204
4506,5,2,0,0,9,0,0,0,21.42415258960053
6738,9,4,0,0,0,0,0,0,21.41641301750636
5187,9,4,0,0,0,0,0,0,21.41641301750636
4899,2,6,0,0,14,3,0,0,21.387784945429654
3050,2,0,0,7,0,0,0,0,21.38333059508028
8036,1,8,0,1,2,0,2,0,21.38333059508028
1451,2,1,0,3,7,0,0,0,21.38333059508028
10831,1,0,0,1,0,8,0,0,21.38333059508028
4271,1,0,0,2,0,5,0,0,21.383330595080277
7449,0,1,0,0,7,0,5,0,21.383330595080277
2385,0,3,1,1,17,0,0,8,21.383330595080277
6311,4,1,0,0,6,0,0,1,21.37249378357152
2179,0,4,0,1,12,0,1,11,21.372388460252157
6753,0,4,1,1,19,0,0,8,21.37090807508172
2514,0,7,0,14,1,0,0,16,21.346743857119755
7462,0,0,0,4,2,0,1,3,21.33476902846585
2653,0,0,0,4,2,0,1,3,21.33476902846585
4455,0,0,0,8,11,0,0,5,21.33121459394126
2441,0,0,0,8,11,0,0,5,21.33121459394126
6597,2,0,0,1,10,0,0,1,21.327090876757403
4801,3,3,0,0,1,0,0,11,21.317663560562902
2708,3,0,0,0,7,0,0,2,21.317663560562902
8078,0,17,0,5,1,0,3,0,21.317663560562902
1365,1,4,0,6,3,1,0,0,21.289909263481423
1099,0,2,1,10,1,0,0,1,21.288071783722923
4255,1,5,0,2,13,0,0,5,21.286166846626628
1013,0,0,0,14,16,0,0,1,21.28611923530332
5175,0,1,0,0,0,0,8,0,21.279098592802253
3596,2,1,0,0,0,0,2,0,21.27909859280225
9501,2,4,0,0,23,1,0,1,21.27797007942245
9717,1,9,0,1,2,0,2,0,21.27797007942245
454,2,3,0,2,21,0,0,0,21.27497487561839
5923,2,0,0,2,10,0,0,0,21.274974875618387
9959,1,11,0,10,0,0,0,4,21.264355257105606
1815,0,3,0,5,19,0,0,12,21.25881560451297
4871,4,5,0,0,0,0,1,0,21.234091460712403
5202,4,2,0,0,0,0,0,7,21.2340914607124
7713,4,0,0,0,12,0,0,0,21.22427783926408
3893,1,0,1,1,6,0,0,0,21.22049981210926
10006,1,3,0,1,13,0,1,0,21.22049981210926
5436,3,0,0,0,13,0,0,1,21.220499812109257
6971,1,1,0,1,13,0,0,7,21.220499812109257
3501,1,0,0,4,0,0,0,7,21.216985992809462
1656,1,0,0,4,7,0,0,1,21.216985992809462
3242,2,0,0,3,0,0,0,2,21.21343155828488
7950,5,8,0,2,0,0,0,0,21.21343155828488
5634,0,3,0,2,11,1,0,17,21.21343155828488
7066,2,3,0,0,1,0,1,2,21.21343155828488
1775,0,5,0,8,6,0,0,14,21.210334318870306
7847,3,5,0,1,5,0,0,1,21.19988052490652
3655,1,3,0,4,3,0,0,4,21.19326946619215
8672,0,1,1,1,20,0,0,5,21.168383810970248
5858,0,1,0,2,6,7,0,1,21.168383810970244
2830,0,0,0,8,5,0,0,8,21.161315557145866
1292,0,4,0,5,23,0,0,11,21.160187043766065
4704,5,4,0,1,1,0,0,0,21.160187043766065
5225,0,0,0,8,10,0,0,5,21.157191839962003
1406,1,2,0,1,8,0,0,11,21.14776452376751
3436,1,2,0,2,5,0,0,7,21.14776452376751
8091,1,2,0,1,2,2,0,3,21.14776452376751
8526,0,3,1,2,13,0,0,4,21.144667284352927
332,0,0,1,12,1,0,0,0,21.142512954027023
1291,0,0,0,14,3,0,0,4,21.14115346505313
6834,2,3,0,0,19,1,0,1,21.136470517148748
4128,5,0,0,0,4,0,0,0,21.136470517148748
5333,0,0,0,5,11,0,0,10,21.122296464111383
3301,2,3,0,9,0,0,0,0,21.11275399053144
1467,2,1,0,4,3,0,0,0,21.11275399053144
3668,2,0,0,4,0,0,0,1,21.112753990531434
2494,2,0,0,4,0,0,0,1,21.112753990531434
10716,0,3,0,0,2,1,2,6,21.100519452863093
6200,0,0,0,0,1,0,3,6,21.086968419484737
3405,0,3,0,15,3,0,0,6,21.086968419484737
4992,0,1,0,0,0,0,3,13,21.086968419484734
2396,0,0,0,6,7,0,0,10,21.082119647031348
9453,7,5,0,0,0,0,0,1,21.08209748925014
4140,0,5,0,0,0,0,7,1,21.08209748925014
570,3,1,0,0,9,0,0,2,21.070803482631383
1749,2,1,0,0,5,0,0,10,21.07018046297237
4728,3,3,0,0,1,0,0,10,21.056629429594015
8521,1,3,0,3,13,0,0,2,21.05060077531386
5017,6,9,0,0,6,0,0,0,21.04833669566971
5982,0,1,0,9,0,0,1,2,21.047086956014063
3156,1,1,0,9,0,0,0,2,21.047086956014063
5124,3,6,0,0,2,3,0,0,21.045729845079265
1533,0,7,0,4,20,0,0,19,21.043989716599484
6765,2,2,0,1,8,0,0,2,21.043532521489485
2983,1,1,0,5,0,0,0,6,21.03485241834572
5607,3,1,0,0,8,1,0,0,21.02998148811113
869,4,6,0,2,1,0,0,0,21.02782477974613
3014,2,12,0,0,5,0,1,1,21.01560581495496
4145,0,0,1,1,17,0,0,4,21.00626496149381
1883,1,1,0,1,8,0,0,9,21.00626496149381
2764,0,2,0,20,10,0,0,1,20.99923198722558
9701,0,3,0,1,26,0,1,5,20.977865486972117
7934,4,2,0,0,6,0,0,1,20.967028675463357
6483,9,7,0,0,0,0,0,0,20.946409388260623
1627,0,1,0,13,23,0,0,1,20.937688669892072
2439,0,0,0,17,8,0,0,1,20.925749485833094
9949,0,2,0,0,10,0,2,7,20.92162576864924
1382,1,7,0,7,2,1,0,0,20.912198452454746
4716,4,6,0,0,0,1,0,2,20.910041744089742
278,0,6,0,20,0,1,0,3,20.9013210257212
5919,2,12,0,1,0,0,1,1,20.897822779298576
3926,0,1,0,2,0,0,4,0,20.894293387121607
2568,4,0,0,0,10,0,0,0,20.890169669937745
7541,1,0,0,0,2,0,1,4,20.888481925837425
4235,3,0,0,0,2,0,0,4,20.888481925837425
4112,0,0,1,3,2,0,0,4,20.888481925837425
5411,0,0,1,1,5,0,0,9,20.888481925837425
3842,0,2,0,2,0,2,2,0,20.87363348469409
6698,8,2,0,0,0,0,0,0,20.87363348469409
1964,0,1,0,5,23,0,0,7,20.860082451315726
2417,0,2,1,5,3,0,0,2,20.860082451315726
6610,6,0,0,0,1,0,0,0,20.845395851673025
6853,0,0,0,0,1,0,6,0,20.845395851673025
6440,0,1,0,0,0,0,6,1,20.845395851673025
8816,0,0,0,4,18,0,0,9,20.84382279948552
445,0,1,0,6,9,0,0,10,20.835259569099826
10244,1,2,0,0,19,0,1,1,20.83523741131861
7330,4,6,0,1,4,0,0,0,20.833080702953616
7159,0,1,1,1,13,0,0,6,20.81990563423569
6739,0,1,0,6,15,0,0,7,20.81990563423569
9240,4,7,0,0,29,0,0,0,20.81733234598548
7754,2,0,0,0,5,0,0,7,20.807966450176718
857,1,2,0,0,33,0,0,13,20.80275255500944
2795,1,1,0,4,4,0,0,2,20.800226878082537
6390,3,7,0,1,15,0,0,0,20.79441541679836
4936,0,0,0,0,0,0,7,0,20.79441541679836
5380,3,0,0,0,0,0,1,0,20.79441541679836
4969,0,0,0,0,0,0,7,0,20.79441541679836
6729,3,0,0,0,0,0,1,0,20.79441541679836
3283,1,0,0,3,0,0,1,0,20.79441541679836
9833,0,0,0,3,0,0,3,0,20.79441541679836
346,0,0,0,15,3,0,0,3,20.79441541679836
4814,3,0,0,0,3,0,0,3,20.79441541679836
2068,0,5,0,5,4,1,1,0,20.7831214101796
10290,0,1,0,5,22,0,0,7,20.77496322247813
1584,0,1,2,2,11,0,0,0,20.755850449037705
6945,0,2,0,2,0,0,2,5,20.755850449037705
7992,2,0,0,0,8,0,0,5,20.755850449037705
3756,0,1,0,6,5,0,0,14,20.74407310647936
3190,1,0,0,5,3,0,0,1,20.742299415659343
4180,4,6,0,0,0,0,0,8,20.740142707294343
1830,1,5,0,2,13,0,0,4,20.739202176244767
