INDEX	TT?(Y/N/MB/NA)	MACAQUE?(Y/N/MB/NA)	TC_OR_CT?(Y/N/MB/NA)	RELEVANT?(Y/N/MB/NA)	REVIEW(Y/N)	READ_BY(A/D/R)	COMMENT	DOI	PMID	PMCID	FULL_TEXT_URL	PDF_URL	TITLE	ABSTRACT	KEYWORDS
3839						D		10.1002/syn.20795	20340174.0	PMC2904861	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2904861/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2904861/pdf/nihms189141.pdf	DECREASED BETA2*-NICOTINIC ACETYLCHOLINE RECEPTOR AVAILABILITY AFTER CHRONIC ETHANOL EXPOSURE IN NONHUMAN PRIMATES		Ethanol Dependence; Brain; SPECT; Abstinence; Imaging; I-IA-
3868								10.1111/j.1471-4159.2011.07348.x	21668889.0		https://onlinelibrary.wiley.com/doi/10.1111/j.1471-4159.2011.07348.x	https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1471-4159.2011.07348.x	Characterization of 1-(2-[18F]fluoro-3-pyridyl)-4-(2-isopropyl-1-oxo- isoindoline-5-yl)-5-methyl-1H-1;2;3-triazole; a PET ligand for imaging the metabotropic glutamate receptor type 1 in rat and monkey brains		
3993								10.3389/fnana.2023.1108363	36861111.0	PMC9968756	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9968756/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9968756/pdf/fnana-17-1108363.pdf	A brief sketch across multiscale and comparative neuroanatomical features		cell types; connections; reorganization; subcellular; asymmetry; homology
4010								10.3389/fncir.2021.632668	33603649.0	PMC7884447	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7884447/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7884447/pdf/fncir-15-632668.pdf	A Closer Look at Corticothalamic “Loops”		corticogeniculate; heterogeneity; layer ; reciprocity; cortical cell types
4060						D		10.24272/j.issn.2095-8137.2022.138	35726585.0	PMC9336455	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9336455/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9336455/pdf/zr-43-4-597.pdf	Mapping big brains at subcellular resolution in the era of big data in zoology		
4064						D		10.1289/ehp11774	36102794.0	PMC9472781	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9472781/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9472781/pdf/ehp11774.pdf	Invited Perspective: The Relevance of Animal Models of Domoic Acid Neurotoxicity to Human Health		
4086								10.1007/s00429-023-02656-5	37227517.0	PMC10250418	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10250418/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10250418/pdf/429_2023_Article_2656.pdf	Towards multi-modal; multi-species brain atlases: part one		
4128				N		D		10.24272/j.issn.2095-8137.2020.013	31945811.0	PMC7109013	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7109013/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7109013/pdf/zr-41-2-199.pdf	Preliminary study on fine structures of subcortical nuclei in rhesus monkeys by ex vivo 9.4 T MRI		
4130								10.2967/jnumed.120.256008	33579806.0	PMC8882897	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8882897/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8882897/pdf/jnm256008.pdf	Dopamine D1 Receptor Agonist PET Tracer Development: Assessment in Nonhuman Primates		D receptor; agonist; PET imaging; schizophrenia; Parkinson disease
4135								10.2967/jnumed.122.263838	35772961.0	PMC9730922	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9730922/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9730922/pdf/jnumed.122.263838.pdf	First-in-Human Evaluation of 18F-PF-06445974; a PET Radioligand That Preferentially Labels Phosphodiesterase-4B		phosphodiesterase-B PDEB; PET; F-PF-
4142								10.2967/jnumed.122.263977	35710735.0	PMC9730915	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9730915/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9730915/pdf/jnumed.122.263977.pdf	Evaluation of (rac)-; (R)-; and (S)-18F-OF-NB1 for Imaging GluN2B Subunit–Containing N-Methyl-d-Aspartate Receptors in Nonhuman Primates		NMDA; GluNB subunit; brain PET imaging; nonhuman primates; neurodegeneration
4297						D		10.1177/1591019920907418	32075468.0	PMC7446577	https://journals.sagepub.com/doi/10.1177/1591019920907418	https://journals.sagepub.com/doi/reader/10.1177/1591019920907418	Trans-cortical and trans-striatal venous collaterals in the hemodynamic compromise of deep venous system		
4305						D		10.1007/s13238-020-00797-5	33058013.0	PMC9243203	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9243203/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9243203/pdf/13238_2020_Article_797.pdf	A world renowned psychophysiologist: Kaoliang Chow		
4311								10.3389/fnana.2016.00079	27489537.0	PMC4951485	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4951485/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4951485/pdf/fnana-10-00079.pdf	What Does Cytochrome Oxidase Histochemistry Represent in the Visual Cortex?		c-fos; activity dependent; ocular dominance columns; CO blobspuffspatches; CO stripes; vesicular glutamate transporter
4326								10.1016/j.jneumeth.2021.109406	34767855.0	PMC9673039	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9673039/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9673039/pdf/nihms-1849546.pdf	Severe acute neurotoxicity reflects absolute intra-carotid 1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine dose in non-human primates		MPTP; Neurotoxicity; Monkey; Striatum; Basal ganglia
4327								10.1152/jn.00092.2021	34379536.0	PMC8560415	https://journals.physiology.org/doi/10.1152/jn.00092.2021	https://journals.physiology.org/doi/epdf/10.1152/jn.00092.2021	Organization of parietoprefrontal and temporoprefrontal networks in the macaque		
4344				N		D		10.1007/s00401-020-02231-w	33025140.0	PMC7785535	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7785535/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7785535/pdf/401_2020_Article_2231.pdf	Direct neural transmission of vCJD/BSE in macaque after finger incision		
4346								10.1152/jn.00004.2022	35320026.0	PMC9054256	https://journals.physiology.org/doi/10.1152/jn.00004.2022	https://journals.physiology.org/doi/epdf/10.1152/jn.00004.2022	Subthalamic deep brain stimulation of an anatomically detailed model of the human hyperdirect pathway		
4366								10.1007/s00429-021-02362-0	34374854.0	PMC8448684	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8448684/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8448684/pdf/429_2021_Article_2362.pdf	Brain Structure and Function: the first 15 years—a retrospective		
4403								10.3389/fnbeh.2023.1217648	37288008.0	PMC10242170	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10242170/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10242170/pdf/fnbeh-17-1217648.pdf	Editorial: Credition—An interdisciplinary approach to the nature of beliefs and believing		beliefs; social interaction; rituals; perception; religion; trust; appraisal; decision making
4516								10.1152/jn.00334.2021	34406885.0	PMC8560412	https://journals.physiology.org/doi/10.1152/jn.00334.2021	https://journals.physiology.org/doi/epdf/10.1152/jn.00334.2021	Highlights from the 30th Annual Meeting of the Society for the Neural Control of Movement		
4547								10.1152/physrev.00011.2022	36049112.0	PMC9829473	https://journals.physiology.org/doi/10.1152/physrev.00011.2022	https://journals.physiology.org/doi/epdf/10.1152/physrev.00011.2022	Adaptation in auditory processing		
4659								10.1038/s41386-021-01240-x		PMC8637057	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8637057/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8637057/pdf/41386_2021_Article_1240.pdf	ACNP 60th Annual Meeting: Keyword Index		
4710								10.1016/j.bandl.2013.03.003	23725661.0	PMC3707394	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3707394/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3707394/pdf/nihms476717.pdf	The organization and physiology of the auditory thalamus and its role in processing acoustic features important for speech perception		
4731				N		D		10.4103/0366-6999.184468	27364802.0	PMC4931272	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4931272/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4931272/pdf/CMJ-129-1621.pdf	Error Analysis and Some Suggestions on Animal Stereotactic Experiment from Inaccuracy of Rhesus Macaques Atlas		Animal Experiment; Atlas; Rhesus Monkey; Stereotactic Technique
4739						D		10.5698/1535-7597.18.5.315	30464733.0	PMC6224151	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6224151/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6224151/pdf/i1535-7511-18-5-315.pdf	The Highs and Lows of the Endocannabinoid System—Another Piece to the Epilepsy Puzzle?		
4783								10.1038/s41386-022-01486-z	36456695.0	PMC9714408	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9714408/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9714408/pdf/41386_2022_Article_1486.pdf	ACNP 61st Annual Meeting: Poster Abstracts P541 – P809		typeentrez-nucleotide;attrstextLY;termid;termtextLY
4817								10.1186/s12868-018-0451-y	30373516.0	PMC6205774	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6205774/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6205774/pdf/12868_2018_Article_451.pdf	27th Annual Computational Neuroscience Meeting (CNS*2018): Part Two		
4827								10.1186/s12868-020-00593-1	33342424.0	PMC7751124	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7751124/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7751124/pdf/12868_2020_Article_593.pdf	29th Annual Computational Neuroscience Meeting: CNS*2020		
4841								10.1523/eneuro.0107-20.2020	32737180.0	PMC7477952	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7477952/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7477952/pdf/ENEURO.0107-20.2020.pdf	Endogenous Opsin 3 (OPN3) Protein Expression in the Adult Brain Using a Novel OPN3-mCherry Knock-In Mouse Model		CRISPRCas; encephalopsin; mouse; OPN; opsin
4876								10.1038/s41591-018-0106-7	30013199.0	PMC6130799	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6130799/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6130799/pdf/emss-77948.pdf	Fetal gene therapy for neurodegenerative disease of infants		
4880						D		10.1073/pnas.2000121117	32029584.0	PMC7049133	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7049133/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7049133/pdf/pnas.202000121.pdf	How the brain pays attention to others’ attention		
4910								10.1007/s10827-021-00801-9	34931275.0	PMC8687879	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8687879/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8687879/pdf/10827_2021_Article_801.pdf	30th Annual Computational Neuroscience Meeting: CNS*2021–Meeting Abstracts		
4915								10.1186/s12576-023-00867-3		PMC10227792	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10227792/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10227792/pdf/12576_2023_Article_867.pdf	Proceedings of the 100th Annual Meeting of The Physiological Society of Japan		
4925								10.1016/j.cub.2019.07.006	31378613.0	PMC6702062	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6702062/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6702062/pdf/nihms-1534309.pdf	Cerebellar prediction of the dynamic sensory consequences of gravity		
4957								10.1523/jneurosci.2425-14.2014	25143598.0	PMC6615509	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6615509/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6615509/pdf/zns11177.pdf	Second Order Receptive Field Properties of Simple and Complex Cells Support a New Standard Model of Thalamocortical Circuitry in V1		
5059						D		10.1016/j.biopsych.2016.02.014	27079495.0	PMC5458412	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5458412/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5458412/pdf/nihms861578.pdf	Ketamine’s Antidepressant Actions: Potential Mechanisms in the Primate Medial Prefrontal Circuits That Represent Aversive Experience		
5060						D		10.4103/1673-5374.180741	27212917.0	PMC4870913	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4870913/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4870913/pdf/NRR-11-575.pdf	Anatomical changes in the somatosensory system after large sensory loss predict strategies to promote functional recovery after spinal cord injury		
5111						D		10.1007/s00429-020-02080-z	32415413.0	PMC7270985	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7270985/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7270985/pdf/429_2020_Article_2080.pdf	Perspectives given by structural connectivity bridge the gap between structure and function		
5150						D		10.1007/s00702-018-1849-5	29423879.0	PMC5826894	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5826894/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5826894/pdf/nihms941529.pdf	Non-human Primate Research of Basal Ganglia and Movement Disorders: Advances and Challenges		
5225								10.3389/fncir.2015.00015	25926774.0	PMC4396532	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4396532/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4396532/pdf/fncir-09-00015.pdf	A commentary on: “Cortical and thalamic excitation mediate the multiphasic responses of striatal cholinergic interneurons to motivationally salient stimuli”		basal ganglia; medium spiny neurons; striatum; salient stimuli; pause response; tonically active neurons; dopamine; acetylcholine
5288						D		10.1002/hbm.25059		PMC8046104	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8046104/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8046104/pdf/HBM-42-1941.pdf	Editorial board ‐ TOC		
5340								10.1038/s41386-021-01238-5	34857906.0	PMC8637058	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8637058/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8637058/pdf/41386_2021_Article_1238.pdf	ACNP 60th Annual Meeting: Poster Abstracts P551 – P830		typeclinical-trial;attrstextNCT;termidNCT
5380								10.1097/qad.0000000000001178	27258396.0	PMC5051525	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5051525/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5051525/pdf/aids-30-2439.pdf	Attenuated SIV causes persisting neuroinflammation in the absence of a chronic viral load and neurotoxic antiretroviral therapy		acute infection; cynomolgus macaques; HIV-associated neurocognitive impairment; neuropathology; simian immunodeficiency virus; suppressed viral load
5493								10.1186/s12868-019-0538-0	31722661.0	PMC6854655	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6854655/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6854655/pdf/12868_2019_Article_538.pdf	28th Annual Computational Neuroscience Meeting: CNS*2019		
5544								10.1523/jneurosci.19-17-j0004.1999	10460276.0	PMC6782491	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6782491/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6782491/pdf/ns1917rc22.pdf	Growth-Associated Protein 43 Is Located in Type I Corticothalamic Terminals in the Cat Visual Thalamus		
5564								10.1093/neuros/nyx367	28899065.0	PMC6937092	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6937092/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6937092/pdf/nyx367.pdf	Strategies for Autonomous Sensor–Brain Interfaces for Closed-Loop Sensory Reanimation of Paralyzed Limbs		
5621								10.1177/23982128231180246		PMC10236260	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10236260/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10236260/pdf/10.1177_23982128231180246.pdf	"The International BNA 2023 Festival of
Neuroscience"		
5633								10.1186/s12868-018-0452-x	30373544.0	PMC6205781	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6205781/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6205781/pdf/12868_2018_Article_452.pdf	27th Annual Computational Neuroscience Meeting (CNS*2018): Part One		
5648						D		10.1007/s10827-010-0283-y	20936339.0	PMC2978891	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2978891/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2978891/pdf/10827_2010_Article_283.pdf	Modeling extracellular potentials		
5665						D		10.1016/s1473-3099(16)00125-0	26923117.0	PMC7128982	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7128982/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7128982/pdf/main.pdf	Zika virus and neurological disease—approaches to the unknown		
5671						D		10.1073/pnas.1611194113	27551078.0	PMC5024620	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5024620/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5024620/pdf/pnas.201611194.pdf	Regional scattering of primate subplate		
5680								10.1152/jn.00257.2021	34232791.0	PMC8409950	https://journals.physiology.org/doi/10.1152/jn.00257.2021	https://journals.physiology.org/doi/epdf/10.1152/jn.00257.2021	A KCNC1 mutation in epilepsy of infancy with focal migrating seizures produces functional channels that fail to be regulated by PKC phosphorylation		
